task_id,policy,policy_label,data_sha256,specialist_sha256,experiment_sha256,checkpoint_sha256,config_sha256,cost_comparison_valid,token_billing_status,category,split,generalization,task_success,grader_score,controller_tokens,downstream_tokens,total_tokens,agent_calls,rounds,routing_calls,wall_clock_seconds,controller_seconds,controller_overhead_fraction,controller_token_fraction,controller_cost_usd,downstream_cost_usd,cost_usd,controller_cost_fraction,communication_edges,unique_communication_edges,physical_controller_agent_messages,logical_inter_agent_edges,communication_density,communication_sparsity,communication_message_bytes,communication_estimated_tokens,activation_sparsity
48938588903be5f0,conductor_sft,conductor_sft,1835dd8e8f1caef358e0301561a689c91804f628c9e51d3e6466b1bc5386d63d,dd18ae8d19f96a7804df35c4965c99bbf3ce758ddc835c8c55dcc8bfdb642c18,c5fad8271ca0640dbcc389c914a88a2743305d0c6f1d52cf73d1739ac65d3d1f,ca070cfb08d0a003ff92a31002ca68424b5304f45561cbe6321639c837400cf9,8dbe79dc00b621c97e1b079949706a0def4d99068fd6c5b5a837689194181a7c,False,unknown_or_proxy_tokens,math,eval,seen_family,False,0.0,209,32,241,1,1,2,0.5171234579756856,0.5070772930048406,0.9805729853946843,0.8672199170124482,0.0,0.0,0.0,,2,2,2,0,0.024691358024691357,0.9753086419753086,321,32,0.875
5e269f66a46c0c02,conductor_sft,conductor_sft,1835dd8e8f1caef358e0301561a689c91804f628c9e51d3e6466b1bc5386d63d,dd18ae8d19f96a7804df35c4965c99bbf3ce758ddc835c8c55dcc8bfdb642c18,c5fad8271ca0640dbcc389c914a88a2743305d0c6f1d52cf73d1739ac65d3d1f,ca070cfb08d0a003ff92a31002ca68424b5304f45561cbe6321639c837400cf9,8dbe79dc00b621c97e1b079949706a0def4d99068fd6c5b5a837689194181a7c,False,unknown_or_proxy_tokens,retrieval,eval,seen_family,False,0.0,227,39,266,1,1,2,0.5602047910215333,0.5508782499819063,0.9833515507380434,0.8533834586466166,0.0,0.0,0.0,,2,2,2,0,0.024691358024691357,0.9753086419753086,388,39,0.875
6f543ee6af6b8920,conductor_sft,conductor_sft,1835dd8e8f1caef358e0301561a689c91804f628c9e51d3e6466b1bc5386d63d,dd18ae8d19f96a7804df35c4965c99bbf3ce758ddc835c8c55dcc8bfdb642c18,c5fad8271ca0640dbcc389c914a88a2743305d0c6f1d52cf73d1739ac65d3d1f,ca070cfb08d0a003ff92a31002ca68424b5304f45561cbe6321639c837400cf9,8dbe79dc00b621c97e1b079949706a0def4d99068fd6c5b5a837689194181a7c,False,unknown_or_proxy_tokens,code,eval,seen_family,True,1.0,207,32,239,1,1,2,0.5457436249707825,0.5358819999964908,0.981929930972955,0.8661087866108786,0.0,0.0,0.0,,2,2,2,0,0.024691358024691357,0.9753086419753086,331,32,0.875
54dc4983ab578f2c,conductor_sft,conductor_sft,1835dd8e8f1caef358e0301561a689c91804f628c9e51d3e6466b1bc5386d63d,dd18ae8d19f96a7804df35c4965c99bbf3ce758ddc835c8c55dcc8bfdb642c18,c5fad8271ca0640dbcc389c914a88a2743305d0c6f1d52cf73d1739ac65d3d1f,ca070cfb08d0a003ff92a31002ca68424b5304f45561cbe6321639c837400cf9,8dbe79dc00b621c97e1b079949706a0def4d99068fd6c5b5a837689194181a7c,False,unknown_or_proxy_tokens,code,eval,seen_family,True,1.0,210,32,242,1,1,2,0.5490793750504963,0.5392943759798072,0.9821792631169415,0.8677685950413223,0.0,0.0,0.0,,2,2,2,0,0.024691358024691357,0.9753086419753086,324,32,0.875
36d78af98d1b12b3,conductor_sft,conductor_sft,1835dd8e8f1caef358e0301561a689c91804f628c9e51d3e6466b1bc5386d63d,dd18ae8d19f96a7804df35c4965c99bbf3ce758ddc835c8c55dcc8bfdb642c18,c5fad8271ca0640dbcc389c914a88a2743305d0c6f1d52cf73d1739ac65d3d1f,ca070cfb08d0a003ff92a31002ca68424b5304f45561cbe6321639c837400cf9,8dbe79dc00b621c97e1b079949706a0def4d99068fd6c5b5a837689194181a7c,False,unknown_or_proxy_tokens,composed_retrieval_math,eval,unseen_composition,False,0.0,227,44,271,1,1,2,0.5657794590224512,0.5563855830696411,0.9833965765228722,0.8376383763837638,0.0,0.0,0.0,,2,2,2,0,0.024691358024691357,0.9753086419753086,429,44,0.875
9d19d9e8716e934a,conductor_sft,conductor_sft,1835dd8e8f1caef358e0301561a689c91804f628c9e51d3e6466b1bc5386d63d,dd18ae8d19f96a7804df35c4965c99bbf3ce758ddc835c8c55dcc8bfdb642c18,c5fad8271ca0640dbcc389c914a88a2743305d0c6f1d52cf73d1739ac65d3d1f,ca070cfb08d0a003ff92a31002ca68424b5304f45561cbe6321639c837400cf9,8dbe79dc00b621c97e1b079949706a0def4d99068fd6c5b5a837689194181a7c,False,unknown_or_proxy_tokens,composed_math_string,eval,unseen_composition,False,0.0,221,39,260,1,1,2,0.5726256250054576,0.5631950419628993,0.9835309796999245,0.85,0.0,0.0,0.0,,2,2,2,0,0.024691358024691357,0.9753086419753086,376,39,0.875
48938588903be5f0,conductor_preference,conductor_preference,1835dd8e8f1caef358e0301561a689c91804f628c9e51d3e6466b1bc5386d63d,dd18ae8d19f96a7804df35c4965c99bbf3ce758ddc835c8c55dcc8bfdb642c18,c5fad8271ca0640dbcc389c914a88a2743305d0c6f1d52cf73d1739ac65d3d1f,e9e5633e12de5a50f1198ada36323ee4630dae8f067e2e03f707822473e5acd1,8dbe79dc00b621c97e1b079949706a0def4d99068fd6c5b5a837689194181a7c,False,unknown_or_proxy_tokens,math,eval,seen_family,False,0.0,209,32,241,1,1,2,0.5282355829840526,0.518216333060991,0.9810326107407193,0.8672199170124482,0.0,0.0,0.0,,2,2,2,0,0.024691358024691357,0.9753086419753086,321,32,0.875
5e269f66a46c0c02,conductor_preference,conductor_preference,1835dd8e8f1caef358e0301561a689c91804f628c9e51d3e6466b1bc5386d63d,dd18ae8d19f96a7804df35c4965c99bbf3ce758ddc835c8c55dcc8bfdb642c18,c5fad8271ca0640dbcc389c914a88a2743305d0c6f1d52cf73d1739ac65d3d1f,e9e5633e12de5a50f1198ada36323ee4630dae8f067e2e03f707822473e5acd1,8dbe79dc00b621c97e1b079949706a0def4d99068fd6c5b5a837689194181a7c,False,unknown_or_proxy_tokens,retrieval,eval,seen_family,False,0.0,227,39,266,1,1,2,0.5758991669863462,0.5665064580389298,0.9836903585109039,0.8533834586466166,0.0,0.0,0.0,,2,2,2,0,0.024691358024691357,0.9753086419753086,388,39,0.875
6f543ee6af6b8920,conductor_preference,conductor_preference,1835dd8e8f1caef358e0301561a689c91804f628c9e51d3e6466b1bc5386d63d,dd18ae8d19f96a7804df35c4965c99bbf3ce758ddc835c8c55dcc8bfdb642c18,c5fad8271ca0640dbcc389c914a88a2743305d0c6f1d52cf73d1739ac65d3d1f,e9e5633e12de5a50f1198ada36323ee4630dae8f067e2e03f707822473e5acd1,8dbe79dc00b621c97e1b079949706a0def4d99068fd6c5b5a837689194181a7c,False,unknown_or_proxy_tokens,code,eval,seen_family,True,1.0,207,32,239,1,1,2,0.5499914159881882,0.5402323749731295,0.9822560121278905,0.8661087866108786,0.0,0.0,0.0,,2,2,2,0,0.024691358024691357,0.9753086419753086,331,32,0.875
54dc4983ab578f2c,conductor_preference,conductor_preference,1835dd8e8f1caef358e0301561a689c91804f628c9e51d3e6466b1bc5386d63d,dd18ae8d19f96a7804df35c4965c99bbf3ce758ddc835c8c55dcc8bfdb642c18,c5fad8271ca0640dbcc389c914a88a2743305d0c6f1d52cf73d1739ac65d3d1f,e9e5633e12de5a50f1198ada36323ee4630dae8f067e2e03f707822473e5acd1,8dbe79dc00b621c97e1b079949706a0def4d99068fd6c5b5a837689194181a7c,False,unknown_or_proxy_tokens,code,eval,seen_family,True,1.0,210,32,242,1,1,2,0.5420327920001,0.5324044579756446,0.9822366207975594,0.8677685950413223,0.0,0.0,0.0,,2,2,2,0,0.024691358024691357,0.9753086419753086,324,32,0.875
36d78af98d1b12b3,conductor_preference,conductor_preference,1835dd8e8f1caef358e0301561a689c91804f628c9e51d3e6466b1bc5386d63d,dd18ae8d19f96a7804df35c4965c99bbf3ce758ddc835c8c55dcc8bfdb642c18,c5fad8271ca0640dbcc389c914a88a2743305d0c6f1d52cf73d1739ac65d3d1f,e9e5633e12de5a50f1198ada36323ee4630dae8f067e2e03f707822473e5acd1,8dbe79dc00b621c97e1b079949706a0def4d99068fd6c5b5a837689194181a7c,False,unknown_or_proxy_tokens,composed_retrieval_math,eval,unseen_composition,False,0.0,227,44,271,1,1,2,0.5626975410268642,0.5532003340194933,0.9831220037143943,0.8376383763837638,0.0,0.0,0.0,,2,2,2,0,0.024691358024691357,0.9753086419753086,429,44,0.875
9d19d9e8716e934a,conductor_preference,conductor_preference,1835dd8e8f1caef358e0301561a689c91804f628c9e51d3e6466b1bc5386d63d,dd18ae8d19f96a7804df35c4965c99bbf3ce758ddc835c8c55dcc8bfdb642c18,c5fad8271ca0640dbcc389c914a88a2743305d0c6f1d52cf73d1739ac65d3d1f,e9e5633e12de5a50f1198ada36323ee4630dae8f067e2e03f707822473e5acd1,8dbe79dc00b621c97e1b079949706a0def4d99068fd6c5b5a837689194181a7c,False,unknown_or_proxy_tokens,composed_math_string,eval,unseen_composition,False,0.0,221,39,260,1,1,2,0.541227167006582,0.5319224999984726,0.9828082040678563,0.85,0.0,0.0,0.0,,2,2,2,0,0.024691358024691357,0.9753086419753086,376,39,0.875
